Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,Abstract
"Full Steam Ahead Towards Industry 5.0: The Question Is Not If, But How Fast!",B2B Marketing Guidebook - Vol. 1,,,,10.1007/978-3-031-91183-5_2,Mike KleinemasUwe Seebacher,2025,https://link.springer.com/chapter/10.1007/978-3-031-91183-5_2,Chapter,"This chapter deals with the big picture, within which the enormous dynamics of change in B2B marketing must also be considered. The question is not whether Amazon will 1 day also sell, manufacture, and immediately ship industrial products using 3D technology, but when. Because the need for rethinking in the area of B2B marketing is not for its own sake. The sharing economy and Assets-as-Service (AAS) are making ever larger strides. It is the increasingly transparent, virtual, and accelerating environment that will hit the B2B sector next. Companies and their decision-makers—and especially those who want to be sustainably successful—must face this change in order to survive sustainably. The world is changing towards a huge 24/7 All-2-All (A2A) interaction arena, where marketing, sales, and corporate communication must act integrated and orchestrated. Because if they fail to leverage the enormous potential of modern B2B marketing, they will be left behind in terms of competition. But today’s competition only plays a subordinate role, because the real competitors of the future are the Soonicorns of this world. This chapter aims to highlight the causes of this pressure for change and thereby create awareness that not only the entire education sector in the discipline of marketing but also the entire top management of industrial companies must rethink."
Towards Industry 5.0 by Incorporation of Trustworthy and Human-Centric Approaches,Artificial Intelligence in Manufacturing,,,,10.1007/978-3-031-46452-2_21,Eduardo VyhmeisterGabriel Gonzalez Castane,2024,https://link.springer.com/chapter/10.1007/978-3-031-46452-2_21,Chapter,"The industrial sector has been a major adopter of new technologies for decades, driving economic and societal progress. The path by which industry embraces new techniques has a significant impact on the environment and society and thus must be guided by principles of sustainability and trustworthiness. In this chapter, we explore the current paradigm in which Industry 4.0 is evolving towards Industry 5.0, where artificial intelligence (AI) and other advance technologies are being used to build services from a sustainable, human-centric, and resilient perspective. We examine how AI can be applied in industry while respecting trustworthy principles and collect information to define how well these principles are adopted. Furthermore, it is presented a perspective on the industry’s approach towards adopting trustworthy AI (TAI), and we propose steps to foster its adoption in an appropriate manner. We also examine the challenges and risks associated with the adoption of AI in industry and propose strategies to mitigate them. This chapter intends to serve researchers, practitioners, and policymakers interested in the intersection of AI, industry, and sustainability. It provides an overview of the latest developments in this field and offers practical guidance for those seeking to promote the adoption of TAI."
Blockchain-Based Security Sustainable Framework for IoMT Applications and Industry 5.0,Soft Computing in Industry 5.0 for Sustainability,,,,10.1007/978-3-031-69336-6_17,Pashupati BaniyaAtul AgrawalParma NandBharat BhushanPronaya Bhattacharya,2024,https://link.springer.com/chapter/10.1007/978-3-031-69336-6_17,Chapter,"The network of medical devices, healthcare information systems, and software applications used for delivery and remote monitoring of healthcare services is known as the internet of medical things (IoMT). While IoMT offers many benefits for present smart healthcare, safety issues are increasing because IoMT devices lack the necessary processing power, self-defense capabilities, and storage capacity. The most important need for securing IoMT systems is device authentication. The increasing demand for IoMT sensors in healthcare means we need to make sure they are truly secure. Especially in resource-limited situations, these devices often require additional support to keep patient data secure during transmission. Blockchain provides great solutions to this issue because it makes the systems more secure and protects patients’ private medical information from being hacked or hacked. By combining IoMT with blockchain, we get many benefits, such as saving money, speeding up operations, automating processes, and ensuring that data doesn’t get tampered with. This can lead to a better life and a longer life. In this comprehensive review, we look at IoMT history, design, aspects, and challenges. We will also dive deeper into blockchain technology, talk about what it’s made of and how it works, and look at how it can protect IoMT in terms of healthcare. In addition, we will introduce some new blockchain technologies that are being used with IoMT, showing how they are evolving and why they are important for healthcare."
Skills and Competencies of Industrial Employees in the Industry 5.0 Environment,Intelligent Systems in Production Engineering and Maintenance III,,,,10.1007/978-3-031-44282-7_20,Sebastian SaniukSandra Grabowska,2024,https://link.springer.com/chapter/10.1007/978-3-031-44282-7_20,Conference paper,"The Fourth Industrial Revolution means implementing new technologies and creating cyber-physical systems composed of intelligent resources communicating with each other. The widespread digitization of processes increases process efficiency, production flexibility, and the possibility of achieving the contemporary aims of sustainable development, sustainable production and consumption, and efficient energy consumption. Currently, a definite game changer is taking place in the autonomy of cyber-physical systems. Cyber-physical systems are expected to be human-oriented, more resilient to disruption and oriented to the ecological aspects identified with sustainability. The move away from the dehumanization of cyber-physical systems has led to the emergence of the Industry 5.0 concept supported by the European Commission. The new challenges identified by the Industry 5.0 concept, especially in the implementation of human-centric technologies and principles of sustainability and resilience, pose challenges to the knowledge and skills of today’s manufacturing engineers. Hence, the article’s main aim is to identify industrial employees’ essential skills and competencies in implementing Industry 5.0. The achievements and results presented in the article were obtained based on a survey conducted among experts representing universities and Polish companies, mainly meant manufacturing, R&D and service companies. The study includes aspects related to the problem of implementation of digital technologies identified with the fourth industrial revolution in the conditions of development of the concept of Industry 5.0. In addition, the directions of development of knowledge and competencies of employees are indicated, which can serve the development of the educational system of modern engineers."
Human-Robot Collaboration in the Industry 5.0 Era: The Aerospace Perspective,European Robotics Forum 2024,,,,10.1007/978-3-031-76428-8_33,José Ramón Vilanova SánchezRafael LuquePaloma VegaEduardo Ferrera,2024,https://link.springer.com/chapter/10.1007/978-3-031-76428-8_33,Conference paper,"Industry 5.0 is meant to achieve a new level in terms of innovation and productivity. To do so, Human-Robot Collaboration (HRC) is going to play a crucial role: the combination of human’s flexibility, with the repeatability and tirelessness of robots offers numerous opportunities for improvement in this new era. This paper explores HRC from the human perspective, showing a suite of the innovative technologies that, driven by AI and DL, and supported by robots, will raise the next level of industrial efficiency. Voice Assistance systems, Computer Vision powered benches, smart workstations or Extended Reality (XR) are meant to empower individuals on the manufacturing front. The paper also presents several solutions that have been implemented in a pilot aerospace factory to empower futuristic industrial operators, and how those solutions should be combined with cognitive robots to shape the roadmap and future of aerospace with precision, efficiency, and a touch of humanity."
Moving Towards Industry 5.0: Opportunities and Challenges in Bahrain Higher Education,The AI Revolution: Driving Business Innovation and Research,,,,10.1007/978-3-031-54379-1_37,Rumpa RoyAli Ateeq,2024,https://link.springer.com/chapter/10.1007/978-3-031-54379-1_37,Chapter,"This study aimed to investigate the challenges and opportunities of industry 5.0 in Bahrain higher education sector. The research questions are related to students’ motivation and engagement in learning, IT infrastructure and resources affecting implementation of digital technologies, social and emotional wellbeing of students, and synergy between industry 5.0 and society 5.0. The research is qualitative in nature. Focus group interview was conducted with eight faculty members and content analysis was done to analyze the interview transcripts. Qualitative analysis reveals that application of industry 5.0 in education enhances students’ engagement and motivation. With collaborative and experiential learning, social belongingness and emotional wellbeing of the students are improved. The human centric approach promotes acquisition of new skills and competencies aligned with the future jobs and focuses on linking activities with sustainable development goals. Challenges and opportunities of industry 5.0 in education have been identified. Based on the findings, a framework has been proposed for the universities to deal with the era 5.0. The framework shows how the universities should respond to the rapid changes brought by disruptive technologies with human centric approach. The universities need to implement digital transformation strategy, focus on building industry partnership, international collaboration, training, robust IT infrastructure and resources, and promote the culture of innovation and entrepreneurship."
Intertwining Fashion Practices Toward Industry 5.0 Through a Design-Driven Approach,For Nature/With Nature: New Sustainable Design Scenarios,,,,10.1007/978-3-031-53122-4_43,Daria Casciani,2024,https://link.springer.com/chapter/10.1007/978-3-031-53122-4_43,Chapter,"Technology is the oikos of contemporary humanity, able to modify the earth’s ecosystem, contributing to the co-evolution of life of all species, particularly human beings. In the Technocene, the relationship between nature and society is strongly influenced by technological dominance. However, Industry 5.0 strategies suggest an opportunity to change this condition by leveraging the technological potential through more sustainable, resilient, and human-centric approaches and optimizing existing resources through systematic prevention of physical, social, urban, and process waste. This article focuses on the role of design in driving a positive holistic, sustainable transformation through digital technologies (e.g., additive manufacturing, laser cutting, collaborative robotics, 3D modeling, and simulation) in fashion, textile, and apparel applications. Expanding on case study analysis, this paper discusses how to re-center human beings, hybridizing craftsmanship with technologies toward safer, more creative, and sustainable design and manufacturing processes via connected supply and value chains. A framework is presented where design drives a paradigmatic shift to (i) reduce waste and polluted resources via circular harvested materials and cross-sectoral partnership; (ii) enhance human labor ecosystems and upskill the artisanal workforce via fashion-augmented craftsmanship/non-standard fabrication; (iii) revive local crafts expertise and cities via nearshoring production; (iv) align better with customers via on-demand hyper customization through experience activated interactions. This article highlights the importance of an interdisciplinary perspective among fashion, science, society, craft, and technology for a synergistic and sympathetic relationship between society and nature."
Blockchain Technology: Enabling Decentralized and Secure Industrial Processes in Industry 5.0,Industry 5.0 and Emerging Technologies,,,,10.1007/978-3-031-70996-8_14,Gowher Majeed Parry,2024,https://link.springer.com/chapter/10.1007/978-3-031-70996-8_14,Chapter,"The emergence of Industry 5.0 necessitates the integration of emerging technologies that enable decentralized, transparent, and secure industrial processes. This chapter explores the transformative potential of blockchain technology in revolutionizing industrial operations through its core components: distributed ledgers for ensuring data integrity across a peer-to-peer network, consensus mechanisms for facilitating trust and agreement, and smart contracts for automating processes without intermediaries. By examining real-world applications across manufacturing, supply chains, energy systems, and more, the chapter highlights blockchain's ability to enhance traceability, cyber-security, and process optimization. Furthermore, it addresses barriers to adoption, including scalability and regulatory challenges, while providing recommendations for seamlessly integrating blockchain into human-centric, sustainable Industry 5.0 ecosystems. Overall, this chapter presents a compelling case for leveraging blockchain to foster decentralization, transparency, and secure collaboration in industrial settings."
Green Finance 2.0: Harnessing Fintech for Sustainable Investments in Industry 5.0,Anticipating Future Business Trends: Navigating Artificial Intelligence Innovations,,,,10.1007/978-3-031-63569-4_17,M. NanthiniV. S. VinumonAjai Abraham ThomasA. Sheshu,2024,https://link.springer.com/chapter/10.1007/978-3-031-63569-4_17,Chapter,"This research paper delves into the intersection of green finance and financial technology (fintech) within the context of Industry 5.0, with a focus on sustainable investments. The emergence of Industry 5.0, characterized by the integration of advanced technologies, automation, and sustainability, has paved the way for a new era in industrial development. Green finance, as a tool to mobilize funds for environmentally sustainable projects, is evolving alongside the rapid advancements in fintech. This paper explores the synergies between green finance and fintech, examining how the integration of these two realms can facilitate and enhance sustainable investments in the context of Industry 5.0."
Industry 5.0 and SMEs Future Work Competency Fields: A Literature Review,Latest Advancements in Mechanical Engineering,,,,10.1007/978-3-031-70465-9_20,Leila ZareMarwa Ben AliErwin Rauch,2024,https://link.springer.com/chapter/10.1007/978-3-031-70465-9_20,Conference paper,"The digital revolution in the technology industry is leading towards Industry 5.0, resulting in significant changes in the future of work, particularly for small and medium-sized enterprises (SMEs). To ensure a successful industrial transition, it is crucial for employees to acquire the necessary skills and competencies. In this vein, the present study aimed to investigate the impact of digital and sustainable transformation on the required skills and competencies of employees in SMEs. A literature review was conducted to gather scientific data through a qualitative analysis. The study findings indicate that SMEs are placing increasing importance on transversal, technical, and green competency fields. Furthermore, the research indicated that SMEs can enhance their employees’ capabilities by offering appropriate training programs. By employing competency forecasting techniques, SMEs can recognize skill shortcomings and equip their workforce with the necessary skills for future requirements."
Convergence of AI Techniques in Enabling Sustainability Practices for Industry 5.0,Soft Computing in Industry 5.0 for Sustainability,,,,10.1007/978-3-031-69336-6_8,Edward NkadimengThuso Mathaha,2024,https://link.springer.com/chapter/10.1007/978-3-031-69336-6_8,Chapter,"Industry 5.0 marks a significant shift in manufacturing, emphasizing sustainability and the integration of advanced technologies such as artificial intelligence (AI). This chapter explores the critical role of AI in enabling and driving sustainable manufacturing practices within the Industry 5.0 framework. It provides an overview of the key AI techniques, including machine learning, deep learning, and natural language processing, and their applications in areas such as energy optimization, predictive maintenance, quality control, and supply chain management. The chapter presents real-world case studies demonstrating the successful implementation of AI-powered solutions for sustainable manufacturing and discusses the challenges and future directions in this field. It also includes practical problems and activities to reinforce the concepts covered. By examining the synergistic relationship between AI and sustainability in Industry 5.0, this chapter aims to provide students and practitioners with a comprehensive understanding of how AI can be harnessed to achieve sustainable manufacturing goals and drive the transition toward a more sustainable and intelligent industrial future."
Industry 4.0 to Society 5.0: Change in Production and Management Systems,"New Technologies, Development and Application VII",,,,10.1007/978-3-031-66268-3_58,Mihalj BakatorDragan ĆoćkaloSanja StanisavljevStefan Ugrinov,2024,https://link.springer.com/chapter/10.1007/978-3-031-66268-3_58,Conference paper,"This paper presents a comprehensive examination of the transition from Industry 4.0 to Society 5.0. It emphasizes the important role of AI, IoT, and Big Data in redefining production and management systems, fostering a shift towards more personalized, efficient, and sustainable practices. The integration of these advanced technologies while maintaining a human-centric approach is significant for ensuring that technological advancements work in harmony with human creativity and ethical considerations. The study also delves into the aspects of sustainable production, advocating for environmentally friendly practices and the development of collaborative ecosystems. The main goal of the paper is to analyze the importance acheiving competitiveness in the context of Industry 5.0, through AI application. The paper provides a solid basis for future reserach in this domain."
Building a Human-Centred Infrastructure for Sustainable Industry 5.0 in Asia,,,,,10.1007/978-981-95-0417-6,Priyanka AgarwalNitendra KumarSanjeev BansalYeliz Karaca,2025,https://link.springer.com/book/10.1007/978-981-95-0417-6,Book,
Enhancements and Progress in Industry 5.0: A Strategic Method for Confronting the Limitations of Industry 4.0,Recent Advances in Industrial and Systems Engineering,,,,10.1007/978-981-97-4700-9_19,Ramesh RajuT. LikhithaMudavath Lavana NaikTalanki Sri NihithaSai Mokshith Sake,2024,https://link.springer.com/chapter/10.1007/978-981-97-4700-9_19,Conference paper,"Industry 4.0 revolutionized manufacturing and industrial processes through the introduction of advanced technologies like automation, IoT, AI, and data analytics. However, this transformation also brought forth challenges, including job displacement, cybersecurity risks, and a widening skills gap. To overcome these obstacles and drive progress, the concept of Industry 5.0 has emerged, aiming to establish a human-centered paradigm that integrates intelligence with cutting-edge technologies, fostering a mutually beneficial relationship between humans and machines. The initial discussion will revisit the primary obstacles faced during the implementation of Industry 4.0, encompassing concerns about potential job displacement due to automation, the necessity for robust cybersecurity measures, and the crucial need to retrain employees to adapt to the evolving industrial landscape. Moreover, Industry 5.0 places significant emphasis on cultivating collaboration between humans and machines by improving human–machine interfaces. These interfaces not only facilitate effective communication but also enable machines to learn from human interactions and vice versa, fostering a continuous improvement cycle. Such an approach enables the seamless integration of human intelligence with AI-driven decision-making, leading to increased overall productivity and quality. Additionally, Industry 5.0 acknowledges the vital importance of ethics and sustainability in industrial operations, emphasizing ethical considerations regarding data privacy, bias, and transparency, and striving to adopt sustainable practices that minimize environmental impact and advocate for responsible resource usage across the supply chain."
Toward Industry 5.0: Cognitive Cyber-Physical System,Industry 4.0,,,,10.1007/978-981-19-2012-7_12,Zohreh SaadatiReza Vatankhah Barenji,2023,https://link.springer.com/chapter/10.1007/978-981-19-2012-7_12,Chapter,"Industry 5.0 is regarded as the next industrial revolution; its objective is to combine the creativity of human experts with efficient, intelligent, and precise machines to produce manufacturing solutions that are resource-efficient and user-preferred. Cognitive cyber-physical technology is anticipated to enable Industry 5.0 in boosting productivity and delivering spontaneously customized products. This chapter provides an overview of cognitive cyber-physical systems, with an emphasis on the “cognitive” aspect of the technology."
Intelligent IT Solutions for Sustainability in Industry 5.0 Paradigm,Lecture Notes in Electrical Engineering,,,,10.1007/978-981-97-1682-1,Balvinder ShuklaB. K. MurthyNitasha HasteerHarpreet KaurJean-Paul Van  Belle,2024,https://link.springer.com/book/10.1007/978-981-97-1682-1,Conference proceedings,
Human-Centric Pedagogies in the Age of Intelligent Systems: Envisioning the Future with Industry 5.0,Building a Human-Centred Infrastructure for Sustainable Industry 5.0 in Asia,,,,10.1007/978-981-95-0417-6_4,Priyanka AgarwalLakhwinder Kaur DhillonSadhana Tiwari,2025,https://link.springer.com/chapter/10.1007/978-981-95-0417-6_4,Chapter,"As the world transitions from Industry 4.0 to Industry 5.0, the focus is also shifting towards human centricity, resilience, and sustainability. In order to balance technical advancement with human values, this evolution necessitates a dramatic rethinking of educational paradigms. In an era increasingly influenced by intelligent systems like artificial intelligence, robotics, and data analytics, this chapter examines the rise of human-centric pedagogies that prioritize emotional intelligence, creativity, ethical reasoning, and critical thinking. Based on the ideas of Industry 5.0, it explores how educational systems might use human–machine collaboration to foster empathy, adaptability in addition to improving learning results."
Fostering Human Agency and Autonomy in Human-Robot Interaction: An Interdisciplinary Approach for Industry 5.0,"Proceedings of the 22nd Congress of the International Ergonomics Association, Volume 3",,,,10.1007/978-981-96-9330-6_48,Luisa VervierSebastian PützPhilipp BraunerRalph BaierSebastian BernhardHannah DammersFelix GlaweMoritz LennartzJared ParmerCalvin RöhlAlexander SchollemannThomas GriesCarmen Leicht-ScholtenAlexander MertensSaskia K. NagelGünther SchuhVerena NitschMartina Ziefle,2025,https://link.springer.com/chapter/10.1007/978-981-96-9330-6_48,Conference paper,"Industry 5.0 aims at harmonizing increased innovation, efficiency, and productivity in production through the alignment of advanced technologies with environmental sustainability, resilience, and the well-being of industrial workers. In this context, maintaining human agency and autonomy is crucial, especially in the face of increasing automation in production. This is particularly true for human-robot-interaction (HRI) as robots and their tools collaborate with humans in closest proximity as partners. Therefore, this article focuses on fostering human agency and autonomy in HRI. Our approach considers psychological, ergonomic, human diversity, ethical and engineering aspects. As a result, we provide an interdisciplinary and user-centered approach that facilitates the creation of supportive conditions for human agency and autonomy within HRI. This actionable approach supports stakeholders in research and industry who seek to enhance human agency, autonomy, and usability in Industry 5.0."
Leveraging Learning Factories to Develop Multi-site Dashboards for Decentralised Smart Manufacturing in Industry 5.0,Advancing Learning Factories: Enabling Future-Ready Skills,,,,10.1007/978-3-031-98883-7_4,Clara Tang Ga YiPuay Siew TanMa Zhaoyu,2025,https://link.springer.com/chapter/10.1007/978-3-031-98883-7_4,Conference paper,"With the new focus in Industry 5.0 on human-centric and resilient manufacturing, there is increasing interest in a value chain approach, where enterprises operate across multiple sites or with value chain partners, potentially with decentralised decision-making. However, collaboration across sites presents challenges, as each site often develops its own shopfloor dashboard, leading to inconsistencies in data collection, KPI definitions, and metric displays, preventing a unified cross-site performance view. This paper explores how Learning Factories can be used to develop industry-grade multi-site dashboards, which standardise and consolidate data from diverse systems, enabling a comprehensive perspective for global operations managers. We present a case study of a Learning Factory network spanning three sites with varying products, processes, and protocols. This network was used to develop a multi-site manufacturing dashboard, later deployed regionally to a multinational corporation in high-volume production. The collaboration with the Learning Factory allowed the company to co-innovate a dashboard tailored to their specific needs, improving oversight and optimising decision-making. These dashboards enable more agile real-time drill-down analysis, making it easier to identify underperforming sites and enhance decision-making agility. The collaborative nature of Learning Factories also facilitates the development of multi-enterprise dashboards, addressing challenges such as data privacy, security, and the standardisation of metrics across organisations. Learning Factories are key enablers of innovation in dashboard technology, driving the realisation of distributed smart value chains and supporting companies in their transition to Industry 5.0."
Lean Requirements Integration from the Design Phase of a Sociotechnical System in Industry 5.0 Context,"Advances on Mechanics, Design Engineering and Manufacturing V",,,,10.1007/978-3-031-72829-7_53,Rami GdouraRémy HoussinDiala DhouibAmadou Coulibaly,2025,https://link.springer.com/chapter/10.1007/978-3-031-72829-7_53,Conference paper,"In today's highly competitive market, companies are compelled to meet ever-growing customer demands by constantly refining their requirements. Presently, companies employ Lean tools to enhance system performance during the utilization phase. The application of Lean tools takes into account a number of conditions and constraints. One of these major constraints is the system itself, and the way it is designed and installed. In this study, we carried out a literature review to Lean integration in the design phase of systems in Industry 5.0 context. A few studies have attempted to integrate the concepts of Lean and Industry 5.0 separately. Not too many studies have highlighted the relationship between these two concepts, and it has been noted that there is currently no global approach that integrates both concepts in the design of sociotechnical systems. This work aims to provide designers with a design support framework to have a high-performing sociotechnical system. The focus is on formulating and integrating Lean requirements within an Industry 5.0 context from the early design phase, reducing the need for subsequent Lean interventions during the manufacturing phase. This proactive approach enables companies to respond effectively to the ever-changing challenges of today's market."
Managing Strategic Flexibility in Industry 5.0 Transition: An Integrated Real Options and Strategic Foresight Approach,Contemporary Issues in Industry 5.0,,,,10.1007/978-3-031-74779-3_5,Jyrki SavolainenMikkel Stein Knudsen,2025,https://link.springer.com/chapter/10.1007/978-3-031-74779-3_5,Chapter,"This chapter deals with the corporate investment decision-making strategies amid the transformative landscape of Industry 5.0 and system-level Digital Twins Twinning. Through the lens of Strategic Foresight (SF) and Real Options (RO), the chapter both identifies a methodological gap in the literature regarding the integration of ROs and SF and underscores the potential synergy between these two fields. It is suggested that ROs can adeptly address numerical uncertainties in resource exploitation business cases, while SF serves as a valuable qualitative exploration tool under structural or radical uncertainty. A high-level, integrated decision framework is drafted, and its applicability is discussed within the Industry 5.0 context of system-level Digital Twins."
Enhancing Data Management in Industry 5.0: The Role of Digital Twins in Optimizing Industrial Operations,Industry 5.0,,,,10.1007/978-3-031-87837-4_9,Raju ImandiB. ChethanaB.  M. Prabhu PrasadKamalakanta SethiB.  N. Pavan Kumar,2025,https://link.springer.com/chapter/10.1007/978-3-031-87837-4_9,Chapter,"Industry 5.0 heralds a transformative shift in the evolution of manufacturing dynamics, emphasizing a synergistic blend of human ingenuity with cutting-edge intelligent systems. This chapter focuses on the role of digital twins—sophisticated digital counterparts of physical entities—in revolutionizing data management and enhancing streamlined functionality leveraging real-time sensor data, digital twins accurately mirror and monitor complex industrial processes, providing a comprehensive analytical platform. These digital twins facilitate predictive maintenance and robust decision-making, significantly reducing downtime and operational costs. Furthermore, they enable effective risk management by simulating potential scenarios, allowing companies to proactively address possible challenges. Through seamless human-machine collaboration, digital twins enhance the potential for smarter, more sustainable operations, optimizing resource use and minimizing environmental impact. This chapter delves into how digital twins act as pivotal enablers within Industry 5.0, driving the redefinition of industrial operations towards more intelligent, efficient, and sustainable outcomes."
Empowering Industry 5.0 Supply Chain: Insights from a Systematic Literature Review of Digital Maturity Models,Industrial and Logistics Systems Design and Efficient Operation,,,,10.1007/978-3-031-87309-6_15,Saloua MihoubiTouria BenazzouzKhalid Auhmani,2025,https://link.springer.com/chapter/10.1007/978-3-031-87309-6_15,Conference paper,"The supply chain has been revolutionized and transformed into a way business that operates within the integration of advanced technologies. These emerging technologies have been instrumental in streamlining processes, improving efficiency, and offering increased transparency throughout the supply chain. Our research conducts a comprehensive review of studies on digital maturity models across different fields, with a particular focus on supply chain applications. In addition, it explores the digital transformation of supply chains as they evolve from Industry 4.0 to Industry 5.0. By employing a five step methodology of systematic literature review, 63 articles were identified. The results underline the importance of implementing comprehensive digital maturity models to successfully navigate supply chains through the ever-changing technological, thereby promoting improved efficiency, resilience, and sustainability. Our study concludes by proposing future prospects and necessary advancements in the development of digital maturity models within the framework of supply chains."
Inventive Design for Transition to Industry 5.0 Based on Risk Management: Statement and First Proposition,World Conference of AI-Powered Innovation and Inventive Design,,,,10.1007/978-3-031-75923-9_11,Marwa HamdenRemy HoussinFatma LehyaniAlaeddine ZouariAmadou Coulibaly,2025,https://link.springer.com/chapter/10.1007/978-3-031-75923-9_11,Conference paper,"Industry 5.0 is not just a technological evolution; it's not just more intelligence in components, products or equipment. There's a whole philosophy behind it that's a real threat to Small and Medium-sized Enterprises integrating into this approach. It therefore becomes important to identify and analyze the risks attributable to the transition to I5.0. The aim of the paper is to conduct a literature review about the research base on risk management related to the digital transition of SMEs into I5.0 and try to find all the aspects of risk management implementation involved in it. Hence, this literature review aim to adopt innovative approaches and methods to boost the robustness and capability of the managerial systems, technologies, knowledge, etc. available to Small and Medium Enterprises, so that they are ready to counter the various obstacles that could impact the transition process. Through this study, we aim to help deciders to integrate digital transformation by identifying and analyzing the risks and contradictions involved in moving towards I5.0."
Innovative Layouts for the Management of Production Buildings According to the Principles of Industry 5.0,Proceedings of the 11th International Conference of Ar.Tec. (Scientific Society of Architectural Engineering),,,,10.1007/978-3-031-71867-0_52,Marta ZincaniMarianna RotilioGianni Di Giovanni,2025,https://link.springer.com/chapter/10.1007/978-3-031-71867-0_52,Conference paper,"The design of the layout of logistics spaces represents a fundamental step for the organization and rationalization of industrial production procedures according to an approach that also places sustainability and resilience at the centre of interests within the context of a human-centric approach of the so-called Industry 5.0. The optimization of warehouse flows is strictly connected to the optimal use of space, necessary to guarantee the reduction of operational phases, ease of access and control, and the best efficiency and usability of the spaces. The research work presented in this article aims to define a generally applicable methodology for the design and adaptation of industrial plants, with particular reference to systems intended for warehouse logistics processes. The design guidelines that we want to define will integrate the spatial needs related to practice and business activity with the new research directions that look at digital innovation of companies and energy efficiency. Central to these assumptions is the definition of the structure of the layouts which can determine different performances for the same activities, as they transversally influence multiple aspects such as the health and well-being of workers, the management of spaces, times, energy consumption. The topics covered are the result of an initial research activity carried out at the Solis GreenLog S.r.l. logistics centre, a hub of the Solis S.p.A. group, an integrated temperature-controlled transit point that offers spaces and services for storage, processing, handling and distribution of the goods."
PV Glasses in Human-Centred Infrastructure for Sustainable Development Fostering SDG 11 Supporting Industry 5.0,Building a Human-Centred Infrastructure for Sustainable Industry 5.0 in Asia,,,,10.1007/978-981-95-0417-6_2,Bhupinder SinghAnnu Mishra,2025,https://link.springer.com/chapter/10.1007/978-981-95-0417-6_2,Chapter,"Photovoltaic (PV) glasses are a pioneering step to future sustainable infrastructure meeting the demands of SDG 11- Sustainable Cities & Communities. These smart glasses use solar energy, while allowing natural light to enter buildings, which saves energy and improves urban livability. Uniting the concepts of human-centered infrastructure, PV glasses will allow smart buildings to easily integrate renewable energy sources which are in line with the 5th Industrial revolution’s vision of intelligent, sustainable and connected systems. Strong regulatory and policy frameworks are needed to achieve the full potential of PV glasses. Standards on material safety, energy efficiency, and environmental compliance must be put in place. Incentives like tax breaks, subsidies and R&D funding can facilitate adoption. Therefore, the deployment of RE technologies such as PV glasses in new constructions and retrofitting projects should be mandated and made obligatory through urban planning policies. International cooperation is also vital, enabling knowledge sharing and alignment of global standards. Regulatory frameworks that support solar PV glasses in Industry 5.0 by uniting technology, sustainability, and human-centric design can bring a revolution in the urban landscape. Encouraging not just the environment, but also social equity and economic resilience that lead to smarter, greener cities focusing on people and planet."
Exploring the Human-Centered Pillar of Industry 5.0: A Bibliometric Analysis and Future Research Directions,"Proceedings of the 22nd Congress of the International Ergonomics Association, Volume 2",,,,10.1007/978-981-96-8908-8_67,Lucas Gomes Miranda BispoItalo Rodeghiero NetoMartina Ibarra de LéoJonhatan Magno Norte da SilvaFernando Gonçalves Amaral,2025,https://link.springer.com/chapter/10.1007/978-981-96-8908-8_67,Conference paper,"The objective of this research was to conduct a bibliometric analysis of the literature to identify major research trends and suggest possible directions for future studies on the human-centered pillar of Industry 5.0. A total of 448 articles were analyzed using bibliometric indicators. The results showed a growing interest in studies on Industry 5.0, particularly those involving human-centered approaches. Italian institutions and authors stand out in the number of publications. The thematic analysis revealed seven clusters that connect topics related to Industry 4.0, Industry 5.0, and human factors. Future research directions are diverse, focusing on the implementation of technologies in line with Industry 5.0 guidelines and improvements in ergonomic and safety issues."
Women-Led Social Enterprises in Industry 5.0: Pioneering Sustainable and Inclusive Growth in South Asia,Building a Human-Centred Infrastructure for Sustainable Industry 5.0 in Asia,,,,10.1007/978-981-95-0417-6_12,Ritesh DwivediMouripa Deb,2025,https://link.springer.com/chapter/10.1007/978-981-95-0417-6_12,Chapter,"Women's Entrepreneurship has become a key factor in the growth of South Asian Countries, especially the Indian economy, through engaging in ownership of business firms. This paper discusses the association between social entrepreneurship and women-empowered development projects to solve social challenges. The study examines how such enterprises promote social justice, equity, and sustainable development, as well as encourage entrepreneurship. The issues enlightened in the study showcase the prospects of female entrepreneurs in the field via strict and systematic examination of the case studies and the relevant documents. It is through this backdrop that the outcomes underscore the need for women as agents of change and are important in the agenda for change toward the transformation of the existing economic order. Through a grounded analysis of the linkages between women in development and new social business environments, this research explores how the empowering of dynamic groups could assist nations in managing volatile environments in reaching their goals. The report outlines recommendations for increasing and supporting women's social entrepreneurial initiatives, thereby increasing the positive effects of such enterprises on women’s communities in South Asia. The study goes further and explores how these businesses try to encourage social and economic integration by examples. It also shows the role of gender in stimulating and constraining entrepreneurial opportunities in that area using evoked examples and research findings. The present work raises important issues related to gender and development. It contributes relevant insights on how the increased social support from society for women entrepreneurs might improve some aspects of their operation and performance. These results stress women’s role in changing social settings and imply that organizations for the integrated development of society can turn into transformative."
