ID,Título,Autores,Ano,Jornal/Conferência,DOI,Abstract,Keywords,ISSN,Affiliation,Base,SJR Best Quartile
10859272,LCUT-Sv9: UAV-Assisted Powerline Inspection Framework with Secure Time-Sensitive Communication for Industry 5.0,"Kumar Sangaiah, Arun and Anandakrishnan, Jayakrishnan and Khanh Son, Nguyen and Darmawan, Hendri and Bian, Gui-Bin and Alenazi, Mohammed J. F.",2025,IEEE Open Journal of the Communications Society,10.1109/OJCOMS.2025.3537105,"Integrating Time-Sensitive Networking (TSN) in industrial wireless networks ensures reliability in data transmission. Automated powerline inspection using Unmanned Aerial Vehicles (UAVs) is an industrial application that requires time-constrained secure data exchanges with its ground station. However it is currently facing several critical challenges include handling massive data generated from onboard sensor, the limited computational capabilities, and ensuring secure communication over open wireless channels. Aiming to emphasize human-centric automation for enhanced operational safety and in alignment with the principles of Industry 5.0, this paper introduces a time-sensitive communication and detection framework for UAVIndustrial applications, named Latent-Coded UAV-IoT Transmission Segmentation YOLOv9 (LCUT-Sv9). It employs a modified lightweight Tiny-YOLOv9 model for powerline detection and utilizes autoencoder-based Latent-Coded UAV-IoT Transmission (LCUT) with the Message Queuing Telemetry Transport (MQTT) protocol for time-sensitive communication. The LCUT-Sv9 framework was evaluated using the widely adopted Transmission Towers / Power Lines Aerial-image (TTPLA) dataset, and demonstrated a significant detection accuracy improvement of 24.15 % over state-of-the-art (SOTA) techniques. LCUT also ensures minimal data transmission, reducing encoded data by approximately 50 %, making it compatible with the strict requirements of TSN-enabled industrial wireless networks.",Autoencoders;Autonomous aerial vehicles;Accuracy;Inspection;Data communication;Real-time systems;Image coding;Security;Power transmission lines;Fifth Industrial Revolution;Industrial wireless network;time-sensitive networking;Industry 5.0;IoT;UAVs;YOLO;powerline detection,2644125X,,IEEE,Q1
10859262,EcoCloud: Green Computing Through Energy and Carbon Efficient Task Scheduling in Industrial IoT-Enabled Cloud Environments,"Demirbaga, Umit",2025,IEEE Internet of Things Journal,10.1109/JIOT.2025.3537111,"Integrating advanced artificial intelligence (AI), the Internet of Things (IoT) and cutting-edge cloud computing epitomizes the transformative potential of Industry 5.0 technologies, enabling unprecedented automation and efficiency. However, this technological surge also brings serious environmental challenges, significantly increasing energy consumption and carbon emissions. This article introduces EcoCloud, a robust task scheduling mechanism based on ant colony optimization (ACO) principles that aims to improve energy and carbon efficiency in Industrial IoT-enabled cloud environments. EcoCloud dynamically schedules MapReduce jobs on Hadoop clusters in IoT-based cloud systems by leveraging real-time resource consumption metrics through a comprehensive energy model deployed via a multilayer perceptron (MLP) neural network. As a result, the model accurately predicts power consumption and distributes workloads to underutilized nodes to optimize energy usage and reduce carbon emissions. Extensive evaluations show that EcoCloud significantly outperforms traditional scheduling methods, improving energy consumption and overall system performance.",Cloud computing;Real-time systems;Resource management;Internet of Things;Dynamic scheduling;Energy efficiency;Energy consumption;Data centers;Job shop scheduling;Heuristic algorithms;Big data;carbon intelligent computing;cloud computing;energy efficiency;task scheduling,23274662,,IEEE,Q1
10858394,AutoBDA: Model-Driven Reference Architecture for Automated Big Data Analysis Framework,"Siriweera, Akila and Paik, Incheon",2025,IEEE Transactions on Services Computing,10.1109/TSC.2025.3536310,"The formidable growth of the Internet of Things and quality of service requirements accelerate demands for edge-based data-driven services, a major goal of Industry 4.0 and Society 5.0. However, Big Data analysis (BDA) comprehends a diverged stepped process that consumes excessive semantic knowledge and extensive makespan. These limitations hamper the meaningful adoption of BDA and hinder achieving the Industry 4.0 and Society 5.0 goals. Therefore, a solution featuring agile, able to deliver edged-user-friendly automated BDA (AutoBDA), is one of the preferred ways to address the aforementioned concerns. Moreover, BDA is an evolving field in data science. Nevertheless, ad-hoc architectures inherit severe adaptability constraints. Furthermore, solutions that address unique or domain-specific requirements became accustomed to practice; however, they constrain inclusivity. Therefore, we perceived that a holistic modeling approach featuring inclusive and agile facilitates achieving the Industry 4.0 and Society 5.0 goals. Software reference architecture (SRA) is a well-known holistic approach and can alleviate ad-hoc concerns. Automatic service composition (ASC) is preferred to automate diverged-stepped processes. Therefore, we proposed a model-driven holistic SRA for the ASC-based AutoBDA, featuring inclusive and agile up to domain-independent data mining and machine learning requirements. Experiments demonstrate that our proposal efficiently and effectively achieved our objectives.",Software;Data science;Data models;Fourth Industrial Revolution;Adaptation models;Semantics;Computer architecture;Computational modeling;Big Data;Vaccines;Automatic service composition;big data analysis;edge-computing;model-driven;industry 4.0;society 5.0,19391374,,IEEE,Q1
10855513,Seeking Secure Adaptive Distributed Discrete-Time Observer for Networked Agent Systems Under External Cyber Attacks,"Li, Weihao and Ren, Ruichi and Shi, Mengji and Lin, Boxian and Qin, Kaiyu",2025,IEEE Transactions on Consumer Electronics,10.1109/TCE.2025.3535083,"In the era of Industry 5.0, the cooperation among components in Cyber-Physical Systems (CPS) plays a crucial role in achieving digital transformation and intelligent development. Distributed observers can simplify the design complexity of cooperative control schemes in intelligent networked industrial systems. However, the open nature of the information exchange network in these systems makes them vulnerable to cyber attacks. With this in mind, this paper designs a discrete-time secure adaptive distributed observer for networked agent systems under Denial of Service (DoS) attacks. The observer enables agents to monitor reference state information effectively, even when the system matrix is globally unknown and unstable. To enhance security, we propose adaptive secure update rules that respond to compromised communication links, ensuring the ability of the observer to generate reference trajectories during DoS attacks. Furthermore, sufficient algebraic conditions are obtained for the convergence of the proposed observer, employing the analysis approach based on infinite products of sub-stochastic matrices. Finally, some numerical simulation results are provided to verify the effectiveness of the proposed secure adaptive distributed observer.",Observers;Adaptive systems;Denial-of-service attack;Complexity theory;Eigenvalues and eigenfunctions;Cyberattack;Vehicle dynamics;Trajectory;Topology;Switches;Networked industry systems;multi-agent systems;adaptive distributed observer;denial-of-service attacks;general linear dynamics,15584127,,IEEE,Q1
10847994,Modeling Industrial IoT Security Using Ontologies: A Systematic Review,"Jarwar, Muhammad Aslam and Watson, Jeremy and Ali, Sajjad",2025,IEEE Open Journal of the Communications Society,10.1109/OJCOMS.2025.3532224,"The significance of Industrial Internet of Things (IIoT) is undeniable, yet many critical industries remain hesitant to adopt it due to fundamental security, transparency and safety concerns. Developing a mechanism to address these concerns is challenging, as it involves a large number of heterogeneous devices, complex relations and human-machine contextual factors. This article presents a comprehensive analysis through a systematic review of ontologies and key security attributes essential for modelling the security of IIoT environments. Our review includes an extensive analysis of research articles, semantic security ontologies, and cybersecurity standards. Through this analysis, we identify critical security concepts and attributes, which can be leveraged to develop standardised security ontologies tailored for IIoT. Additionally, we explore the potential of integrating ontologies into the Industry 5.0 paradigm, which emphasises human-centricity, resilience, and sustainability. While ontologies offer structured modelling capabilities, their alignment with Industry 5.0’s unique collaborative and adaptive security needs remains limited. Our review suggests that existing security ontologies are not fully aligned with security goals, exposing many important research gaps. These gaps include areas such as semantic mapping techniques, security-by-design ontologies, holistic security standards, and ontologies that address the sociotechnical aspects of IIoT.",Security;Ontologies;Industrial Internet of Things;Surveys;Computer security;Fifth Industrial Revolution;Semantics;Analytical models;Integrated circuit modeling;Industries;Security ontology;industrial Internet of Things (IIoT);cyber physical systems;cybersecurity;security attributes,2644125X,,IEEE,Q1
10844355,Task Planning for a Factory Robot Using Large Language Model,"Tsushima, Yosuke and Yamamoto, Shu and Ravankar, Ankit A and Luces, Jose Victorio Salazar and Hirata, Yasuhisa",2025,IEEE Robotics and Automation Letters,10.1109/LRA.2025.3531153,"In recent years, automation has significantly advanced the automobile manufacturing industry. However, many tasks still involve human intervention, so there is a demand for the development of robots to support workers. Additionally, as the human-centric approach, such as Industry 5.0, is gaining attention, it is expected that support robots like these will become necessary in the future. This study aims to develop a system that can support workers by utilizing robots that anyone can easily use and flexibly respond to various tasks. This system adopts a large language model (LLM) for work planning and generates tasks that robots can execute by making bidirectional and interactive suggestions and modifications through natural language dialogue in response to human demands, aiming to improve further productivity and the working environment in automobile manufacturing factories. The proposed system was tested in a simulated factory environment and then the performance was confirmed in an actual factory setting. And it was confirmed that various tasks can be executed by robot through work planning and dialogue with the LLM.",Robots;Production facilities;Codes;Service robots;Robot kinematics;Planning;Automobiles;Safety;Fasteners;Chatbots;Large language models;language-based planning;task planning;autonomous mobile robot;human robot interaction,23773766,,IEEE,Q1
10843081,Human-Aware Reactive Task Planning of Sequential Robotic Manipulation Tasks,"Ma, Wanyu and Duan, Anqing and Lee, Hoi-Yin and Zheng, Pai and Navarro-Alarcon, David",2025,IEEE Transactions on Industrial Informatics,10.1109/TII.2024.3514130,"The recent emergence of Industry 5.0 underscores the need for increased autonomy in human–robot interaction (HRI), presenting both motivation and challenges in achieving resilient and energy-efficient production systems. To address this, in this article, we introduce a strategy for seamless collaboration between humans and robots in manufacturing and maintenance tasks. Our method enables smooth switching between temporary HRI (human-aware mode) and long-horizon automated manufacturing (fully automatic mode), effectively solving the human–robot coexistence problem. We develop a task progress monitor that decomposes complex tasks into robot-centric action sequences, further divided into three-phase subtasks. A trigger signal orchestrates mode switches based on detected human actions and their contribution to the task. In addition, we introduce a human agent coefficient matrix, computed using selected environmental features, to determine cut-points for reactive execution by each robot. To validate our approach, we conducted extensive experiments involving robotic manipulators performing representative manufacturing tasks in collaboration with humans. The results show promise for advancing HRI, offering pathways to enhancing sustainability within Industry 5.0. Our work lays the foundation for intelligent manufacturing processes in future societies, marking a pivotal step toward realizing the full potential of human–robot collaboration.",Robots;Robot kinematics;Monitoring;Human-robot interaction;Switches;Collaboration;Service robots;Manufacturing;Vectors;Informatics;Autonomy level (AL);human–robot interaction (HRI);reactive task planning;sequential robotic manipulation,19410050,,IEEE,Q1
10838538,"E2E Network Slice Assurance for B5G/6G: Realizing Data Collection and Management, MLOps, and Closed-Loop Control","Marinova, Simona and Tian, Yifang and Leon-Garcia, Alberto",2025,IEEE Open Journal of the Communications Society,10.1109/OJCOMS.2025.3528644,"Assurance for network slices is a cornerstone for emerging application verticals such as vehicle-to-everything (V2X) and Industry 5.0. To achieve per-slice Service Level Agreement (SLA) assurance, an efficient network slice assurance framework is required. In this paper, we propose an end-to-end (E2E) slice assurance framework that addresses the requirements of assurance use cases. We design and implement the major components for a slice assurance framework for the E2E network: data collection, MLOps, and closed-control loops. We leverage open-source software to build the framework, and we provide experimental evaluations on real network devices and datasets.",5G mobile communication;Data collection;3GPP;Vehicle-to-everything;Service level agreements;Open RAN;Quality of service;Industries;Quality of experience;Monitoring;Network slice SLA assurance;B5G/6G;data monitoring;MLOps;ACCL,2644125X,,IEEE,Q1
10824882,Need of UAVs and Physical Layer Security in Next-Generation Non-Terrestrial Wireless Networks: Potential Challenges and Open Issues,"Haq, Asim Ul and Sefati, Seyed Salar and Nawaz, Syed Junaid and Mihovska, Albena and Beliatis, Michail J.",2025,IEEE Open Journal of Vehicular Technology,10.1109/OJVT.2025.3525781,"Recent revolutionary advancements in the services as observed with the use cases of Industry 5.0, consumer electronics 2.0/smart devices 2.0, digital healthcare ecosystem, Internet-of-Things (IoT), advanced digital finance/currency, and Non-Terrestrial Network (NTN) expansion, to name a few, have resulted in a spectacular growth in the number of wireless-connected devices. Subsequently, this has drastically increased the demands for network capacity, channel capacity, reliability, privacy, and security provisions. Despite that, the 5th Generation (5G) of wireless communication networks has introduced various innovative services such as Ultra-Reliable Low Latency Communication (URLLCs), Massive Machine Type Communication (mMTCs), and Enhanced Mobile Broadband (eMBB). These services only support isolated operations and the requisite reliable service delivery remains a challenge. The Beyond 5G (B5G)/6th Generation (6G) wireless networks aim at simultaneously providing multiple integrated services through intelligent network operations with ultra-high speed and reliability supporting integrated NTN and terrestrial networks. However, the prospect of such an extensively connected decentralized 3D wireless network also foresees security concerns, underscoring the necessity for seamless and infrastructure-free (decentralized) security solutions. The conventional security mechanisms are considered inadequate to ensure the security provisions of such extensive, decentralized, and heterogeneous networks. Physical Layer Security (PLS) is a promising technique to extend seamless and infrastructure-less security solutions, ensuring the availability, confidentiality, and integrity of legitimate transmissions. This paper provides a comprehensive overview with tutorials and presents the state-of-the-art of PLS, focusing mainly on NTN wireless communications. Furthermore, current research challenges, open issues, and future research directions are also thoroughly discussed in an amalgamation of various emerging 6G technologies. Finally, we provide an overview of implementation challenges in NTN and potential solutions to support the standardization progression of NTN in upcoming releases of 3rd Generation Partnership Project (3GPP).",Wireless communication;Security;5G mobile communication;6G mobile communication;Autonomous aerial vehicles;Wireless networks;Terminology;Ultra reliable low latency communication;Internet of Things;Physical layer security;5G;6G;non-terrestrial networks;physical layer;privacy;security;secret key generation;uavs-enabled communication,26441330,,IEEE,Q1
10820027,GAN-Based Federated Adversarial Learning for Enhancing Security Towards Consumer Digital Ecosystems,"Murmu, Anita and Kumar, Piyush and Namasudra, Suyel and Reddy, M Rajasekhar",2025,IEEE Transactions on Consumer Electronics,10.1109/TCE.2024.3522018,"Federated Adversarial Learning (FAL) maintains the decentralization of adversarial training for data-driven innovations while allowing the collaborative training of a common model to protect privacy facilities. Before sharing with bigger global aggregation, it allows users to change settings locally over many iterations. However, a strong network against attackers in Industry 5.0 towards consumer digital ecosystems is a challenge for adversarial training methodologies. To solve this issue, a novel FAL-based Customized Inequality-Aware Federated Learning (CusIAFL) technique is proposed in this paper for classifying and securing color images. The proposed method reduces the instability brought on by the heterogeneity of the data and optimizes each data sample by understanding the client-label distribution. A unique Pix2Pix Generative Adversarial Network (GAN) algorithm is employed to generate realistic images in the presented research work, while a hybrid approach is used to guarantee consistency in the time series data. This innovative research work is evaluated on various non-medical, consumer electronic, and medical imagery. The experimental results have been evaluated using performance metrics, namely accuracy, entropy, Peak Signal-to-Noise Ratio (PSNR), Hausdorff Distance (HD95), Structural Similarity Index (SSIM), and Mean Square Error (MSE). The results show that the proposed technique outperforms the existing models in terms of security.",Generative adversarial networks;Biomedical imaging;Data models;Brain modeling;Security;Translation;Consumer electronics;Data privacy;Privacy;Medical services;Consumer electronics;flower framework;cyber-physical systems;Pix2Pix;medical images,15584127,,IEEE,Q1
10819292,Data-Driven and Physics-Assisted Machine Learning Approach for Warpage Classification and Process Parameter Optimization in a 3-D-Printed BeltClip,"Tamir, Tariku Sinshaw and Hua, Xijin and Jiang, Jingchao and Leng, Jiewu and Xiong, Gang and Shen, Zhen and Liu, Qiang",2025,IEEE Transactions on Computational Social Systems,10.1109/TCSS.2024.3512614,"3-D printing, or additive manufacturing (AM), leverages 3-D computer-aided design models and numerical control to produce objects layer-by-layer, playing a key role in Industry 4.0 and Industry 5.0. Despite its potential to revolutionize manufacturing by creating complex structures more efficiently and cost-effectively, 3-D printing still faces quality issues due to a lack of sufficient data, resulting in improper process parameter settings and poor analyzability. This work introduces a data-driven and physics-assisted machine learning (DP-ML) approach for a 3-D-printed BeltClip object, integrating finite element analysis (FEA) and physics-informed machine learning (PIML). The proposed DP-ML framework provides a cost-effective and time-efficient data collection method using Digimat-AM and a warpage classification algorithm. The data collection begins with obtaining the STereoLithography (STL) file of the BeltClip object from Thingiverse and slicing it in Ultimaker©  Cura, considering process parameters such as infill amount, toolpath pattern, layer height, print speed, and extrusion temperature. The resulting G-code file is then input into Digimat-AM for further parameter setting and analysis. In Digimat-AM, glass fiber-filled and unfilled material types are set, undergoing the virtual 3-D printing process, followed by a warpage analysis of the printed BeltClip. The collected 3-D printing data is used to build ML models—deep neural network (DNN), decision tree (DT), support vector machine (SVM), logistic regression (LR), and random forest. The DNN contains three architectures—DNN-1, DNN-2, and DNN-3. Based on the metrics of precision, recall, F1-score, and accuracy, DNN-3 outperforms the others and is chosen for the warpage classification algorithm. The presented DP-ML approach is compared with the state-of-the-art methods and shows a promising capability to predicting warpage, optimizing process parameters, and improving the overall quality and efficiency of a 3-D-printed BeltClip.",Three-dimensional printing;Manufacturing;Data collection;Monitoring;Artificial neural networks;Data models;Support vector machines;Design automation;Machine learning;Fifth Industrial Revolution;Fourth Industrial Revolution;Finite element analysis;3-D printing;data-driven;digital manufacturing;optimal process parameters;physics-assisted machine learning;warpage analysis,2329924X,,IEEE,Q1
